234.467	234.467	M157B2
234.842	234.842	M157B3
235.217	235.217	M157B4
235.592	235.592	M158B1
235.967	235.967	M158B2
236.342	236.342	M158B3
236.717	236.717	M158B4
237.092	237.092	M159B1
237.467	237.467	M159B2
237.842	237.842	M159B3
238.217	238.217	M159B4
238.592	238.592	M160B1
238.967	238.967	M160B2
239.342	239.342	M160B3
239.717	239.717	M160B4
240.092	240.092	M161B1
240.467	240.467	M161B2
240.842	240.842	M161B3
241.217	241.217	M161B4
241.592	241.592	M162B1
241.967	241.967	M162B2
242.342	242.342	M162B3
242.717	242.717	M162B4
243.092	243.092	M163B1
243.467	243.467	M163B2
243.842	243.842	M163B3
244.217	244.217	M163B4
244.592	244.592	M164B1
244.967	244.967	M164B2
245.342	245.342	M164B3
245.717	245.717	M164B4
246.092	246.092	M165B1
246.467	246.467	M165B2
246.842	246.842	M165B3
247.217	247.217	M165B4
247.592	247.592	M166B1
247.967	247.967	M166B2
248.342	248.342	M166B3
248.717	248.717	M166B4
249.092	249.092	M167B1
249.467	249.467	M167B2
249.842	249.842	M167B3
250.217	250.217	M167B4
250.592	250.592	M168B1
250.967	250.967	M168B2
251.342	251.342	M168B3
251.717	251.717	M168B4
252.092	252.092	M169B1
252.467	252.467	M169B2
252.842	252.842	M169B3
253.217	253.217	M169B4
253.592	253.592	M170B1
253.967	253.967	M170B2
254.342	254.342	M170B3
254.717	254.717	M170B4
255.092	255.092	M171B1
255.467	255.467	M171B2
255.842	255.842	M171B3
256.217	256.217	M171B4
256.592	256.592	M172B1
256.967	256.967	M172B2
257.342	257.342	M172B3
257.717	257.717	M172B4
258.092	258.092	M173B1
258.467	258.467	M173B2
258.842	258.842	M173B3
259.217	259.217	M173B4
259.592	259.592	M174B1
259.967	259.967	M174B2
260.342	260.342	M174B3
260.717	260.717	M174B4
261.092	261.092	M175B1
261.467	261.467	M175B2
261.842	261.842	M175B3
262.217	262.217	M175B4
262.592	262.592	M176B1
262.967	262.967	M176B2
263.342	263.342	M176B3
263.717	263.717	M176B4
264.092	264.092	M177B1
264.467	264.467	M177B2
264.842	264.842	M177B3
265.217	265.217	M177B4
265.592	265.592	M178B1
265.967	265.967	M178B2
266.342	266.342	M178B3
266.717	266.717	M178B4
267.092	267.092	M179B1
267.467	267.467	M179B2
267.842	267.842	M179B3
268.217	268.217	M179B4
268.592	268.592	M180B1
268.967	268.967	M180B2
269.342	269.342	M180B3
269.717	269.717	M180B4
270.092	270.092	M181B1
270.467	270.467	M181B2
270.842	270.842	M181B3
271.217	271.217	M181B4
271.592	271.592	M182B1
271.967	271.967	M182B2
272.342	272.342	M182B3
272.717	272.717	M182B4
273.092	273.092	M183B1
273.467	273.467	M183B2
273.842	273.842	M183B3
274.217	274.217	M183B4
274.592	274.592	M184B1
274.967	274.967	M184B2
275.342	275.342	M184B3
275.717	275.717	M184B4
276.092	276.092	M185B1
276.467	276.467	M185B2
276.842	276.842	M185B3
277.217	277.217	M185B4
277.592	277.592	M186B1
277.967	277.967	M186B2
278.342	278.342	M186B3
278.717	278.717	M186B4
