0.061	0.061	M1B1
0.436	0.436	M1B2
0.811	0.811	M1B3
1.186	1.186	M1B4
1.561	1.561	M2B1
1.936	1.936	M2B2
2.311	2.311	M2B3
2.686	2.686	M2B4
3.061	3.061	M3B1
3.436	3.436	M3B2
3.811	3.811	M3B3
4.186	4.186	M3B4
4.561	4.561	M4B1
4.936	4.936	M4B2
5.311	5.311	M4B3
5.686	5.686	M4B4
6.061	6.061	M5B1
6.436	6.436	M5B2
6.811	6.811	M5B3
7.186	7.186	M5B4
7.561	7.561	M6B1
7.936	7.936	M6B2
8.311	8.311	M6B3
8.686	8.686	M6B4
9.061	9.061	M7B1
9.436	9.436	M7B2
9.811	9.811	M7B3
10.186	10.186	M7B4
10.561	10.561	M8B1
10.936	10.936	M8B2
11.311	11.311	M8B3
11.686	11.686	M8B4
12.061	12.061	M9B1
12.436	12.436	M9B2
12.811	12.811	M9B3
13.186	13.186	M9B4
13.561	13.561	M10B1
13.936	13.936	M10B2
14.311	14.311	M10B3
14.686	14.686	M10B4
15.061	15.061	M11B1
15.436	15.436	M11B2
15.811	15.811	M11B3
16.186	16.186	M11B4
16.561	16.561	M12B1
16.936	16.936	M12B2
17.311	17.311	M12B3
17.686	17.686	M12B4
18.061	18.061	M13B1
18.436	18.436	M13B2
18.811	18.811	M13B3
19.186	19.186	M13B4
19.561	19.561	M14B1
19.936	19.936	M14B2
20.311	20.311	M14B3
20.686	20.686	M14B4
21.061	21.061	M15B1
21.436	21.436	M15B2
21.811	21.811	M15B3
22.186	22.186	M15B4
22.561	22.561	M16B1
22.936	22.936	M16B2
23.311	23.311	M16B3
23.686	23.686	M16B4
24.061	24.061	M17B1
24.436	24.436	M17B2
24.811	24.811	M17B3
25.186	25.186	M17B4
25.561	25.561	M18B1
25.936	25.936	M18B2
26.311	26.311	M18B3
26.686	26.686	M18B4
27.061	27.061	M19B1
27.436	27.436	M19B2
27.811	27.811	M19B3
28.186	28.186	M19B4
28.561	28.561	M20B1
28.936	28.936	M20B2
29.311	29.311	M20B3
29.686	29.686	M20B4
30.061	30.061	M21B1
30.436	30.436	M21B2
30.811	30.811	M21B3
31.186	31.186	M21B4
31.561	31.561	M22B1
31.936	31.936	M22B2
32.311	32.311	M22B3
32.686	32.686	M22B4
33.061	33.061	M23B1
33.436	33.436	M23B2
33.811	33.811	M23B3
34.186	34.186	M23B4
34.561	34.561	M24B1
34.936	34.936	M24B2
35.311	35.311	M24B3
35.686	35.686	M24B4
36.061	36.061	M25B1
36.436	36.436	M25B2
36.811	36.811	M25B3
37.186	37.186	M25B4
37.561	37.561	M26B1
37.936	37.936	M26B2
38.311	38.311	M26B3
38.686	38.686	M26B4
39.061	39.061	M27B1
39.436	39.436	M27B2
39.811	39.811	M27B3
40.186	40.186	M27B4
40.561	40.561	M28B1
40.936	40.936	M28B2
41.311	41.311	M28B3
41.686	41.686	M28B4
42.061	42.061	M29B1
42.436	42.436	M29B2
42.811	42.811	M29B3
43.186	43.186	M29B4
43.561	43.561	M30B1
43.936	43.936	M30B2
